"","id","incident_year","incident_month","incident_day","operator_id","operator","aircraft","aircraft_type","aircraft_make","aircraft_model","aircraft_mass","engine_make","engine_model","engines","engine_type","engine1_position","engine2_position","engine3_position","engine4_position","airport_id","airport","state","faa_region","flight_phase","visibility","precipitation","height","speed","distance","species_id","species_name","species_quantity","flight_impact","damaged"
"1197",348,2007,7,26,"EGF","AMERICAN EAGLE AIRLINES","EMB-135","A","332",13,3,1,10,2,"D",5,5,NA,NA,"KJFK","JOHN F KENNEDY INTL","NY","AEA","LANDING ROLL","DAY","NONE",0,50,0,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
"1198",21705,2012,3,26,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KPDX","PORTLAND INTL (OR)","OR","ANM",NA,NA,NA,NA,NA,0,"YH004","HORNED LARK","1",NA,0
"1199",12180,2004,1,8,"1AWE","AMERICA WEST AIRLINES","A-319","A","04A",6,4,23,1,2,"D",1,1,NA,NA,"KSJC","NORMAN Y. MINETA SAN JOSE INTL ARPT","CA","AWP","CLIMB","DAY",NA,2900,135,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
"1200",21754,2014,7,3,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KDEN","DENVER INTL AIRPORT","CO","ANM",NA,NA,NA,NA,NA,0,"YH004","HORNED LARK","1",NA,0
"1201",15965,2015,4,24,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KDFW","DALLAS/FORT WORTH INTL ARPT","TX","ASW",NA,NA,NA,NA,NA,0,"N6001","UPLAND SANDPIPER","1",NA,0
"1202",11118,2013,9,22,"SWA","SOUTHWEST AIRLINES","B-737-700","A","148",42,4,10,1,2,"D",1,1,NA,NA,"KHOU","WILLIAM P HOBBY ARPT","TX","ASW","TAKEOFF RUN","DAY",NA,0,NA,0,"T3001","RUBY-THROATED HUMMINGBIRD","1","NONE",0
"1203",28620,2007,7,12,"AMF","AMERIFLIGHT","EMB-120","A","332",11,3,31,10,2,"C",4,4,NA,NA,"KCVG","CINCINNATI/NORTHERN KENTUCKY INTL ARPT","KY","ASO","LANDING ROLL","NIGHT","NONE",0,NA,0,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
"1204",4919,2002,10,6,"UAL","UNITED AIRLINES","A-320","A","04A",3,4,23,1,2,"D",1,1,NA,NA,"ZZZZ","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,0
"1205",11324,1992,10,17,"ABX","ABX AIR","DC-9-30","A","583",21,4,34,10,2,"D",5,5,NA,NA,"ZZZZ","UNKNOWN",NA,NA,"EN ROUTE","NIGHT",NA,NA,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
"1206",12261,2000,10,3,"MIL","MILITARY","EC130E","B","561",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KMDT","HARRISBURG INTL","PA","AEA","CLIMB","DUSK","NONE",600,130,NA,"UNKBL","UNKNOWN LARGE BIRD","2-10","PRECAUTIONARY LANDING",0
"1207",2215,1990,10,30,"BUS","BUSINESS","BE-35","A","123",7,1,19,13,1,"A",7,NA,NA,NA,"ZZZZ","UNKNOWN",NA,NA,"EN ROUTE","NIGHT","NONE",1350,175,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,1
"1208",19079,2007,8,31,"ASH","MESA AIRLINES","CRJ700","A","188",16,4,22,4,2,"D",5,5,NA,NA,"KMHT","MANCHESTER AIRPORT","NH","ANE","DESCENT","NIGHT","NONE",NA,NA,NA,"UNKBS","UNKNOWN SMALL BIRD","1",NA,0
"1209",22519,2008,8,22,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KMCK","MC COOK BEN NELSON REGNL ARPT","NE","ACE",NA,NA,NA,NA,NA,0,"N5111","KILLDEER","1",NA,0
"1210",9911,2005,3,19,"UAL","UNITED AIRLINES","A-320","A","04A",3,4,23,1,2,"D",1,1,NA,NA,"KIAD","WASHINGTON DULLES INTL ARPT","DC","AEA","DESCENT",NA,NA,3000,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,0
"1211",2086,2010,10,11,"GJS","GOJET AIRLINES","CRJ700","A","188",16,4,22,4,2,"D",5,5,NA,NA,"KSTL","LAMBERT-ST LOUIS INTL","MO","ACE","APPROACH","DAY","NONE",800,140,NA,"UNKBL","UNKNOWN LARGE BIRD","1","NONE",0
"1212",14462,2002,9,12,"SWA","SOUTHWEST AIRLINES","B-737-200","A","148",13,4,34,10,2,"D",1,1,NA,NA,"KHOU","WILLIAM P HOBBY ARPT","TX","ASW","CLIMB","DAY","NONE",8000,230,NA,"UNKBM","UNKNOWN MEDIUM BIRD","2-10","NONE",1
"1213",2036,2012,7,5,"SWA","SOUTHWEST AIRLINES","B-737-700","A","148",42,4,10,1,2,"D",1,1,NA,NA,"KONT","ONTARIO INTL ARPT","CA","AWP","APPROACH","DAY","NONE",NA,NA,NA,"YI009","CLIFF SWALLOW","1","NONE",0
"1214",1594,2013,10,26,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KMKE","GENERAL MITCHELL INTL","WI","AGL",NA,NA,NA,NA,NA,0,"O2205","MOURNING DOVE","1",NA,0
"1215",26509,1997,11,10,"USS","USAIR SHUTTLE","B-727-200","A","148",11,4,34,10,3,"D",5,6,5,NA,"KLGA","LA GUARDIA ARPT","NY","AEA","CLIMB","NIGHT","NONE",500,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
"1216",12004,2012,3,14,"AWE","US AIRWAYS","A-321","A","04A",7,4,23,1,2,"D",1,1,NA,NA,"KRSW","SOUTHWEST FLORIDA INTL ARPT","FL","ASO","APPROACH","NIGHT","NONE",150,150,NA,"I1102","GREAT BLUE HERON","1","NONE",1
"1217",11562,2014,4,4,"AAL","AMERICAN AIRLINES","MD-80","A","583",37,4,34,10,2,"D",5,5,NA,NA,"KDFW","DALLAS/FORT WORTH INTL ARPT","TX","ASW","APPROACH","DAY","NONE",NA,NA,0,"K5114","AMERICAN KESTREL","1","NONE",0
"1218",10053,2009,9,8,"EGF","AMERICAN EAGLE AIRLINES","EMB-135","A","332",13,3,1,10,2,"D",5,5,NA,NA,"KDTW","DETROIT METRO WAYNE COUNTY ARPT","MI","AGL","LANDING ROLL","DAY","NONE",0,NA,0,"K3302","RED-TAILED HAWK","2-10","NONE",0
"1219",25051,2011,7,28,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KPDX","PORTLAND INTL (OR)","OR","ANM",NA,NA,NA,NA,NA,0,"YI009","CLIFF SWALLOW","1",NA,0
"1220",20470,2000,4,30,"BUS","BUSINESS","LEARJET-24","A","395",2,3,22,10,2,"B",5,5,NA,NA,"KRVS","RICHARD LLOYD JONES JR ARPT","OK","ASW","TAKEOFF RUN","DAY",NA,0,NA,0,"UNKBM","UNKNOWN MEDIUM BIRD","1","ENGINE SHUTDOWN",1
"1221",14007,2005,10,7,"MIL","MILITARY","T-1A","A","748",NA,3,31,1,2,"D",5,5,NA,NA,"KOKC","WILL ROGERS WORLD ARPT","OK","ASW","LANDING ROLL","DAY",NA,NA,NA,0,"YH004","HORNED LARK",NA,NA,0
"1222",29029,2014,1,30,"AAL","AMERICAN AIRLINES","MD-82","A","583",37,4,34,10,2,"D",5,5,NA,NA,"KPHL","PHILADELPHIA INTL","PA","AEA","APPROACH","NIGHT","NONE",700,135,2,"NE1","GULL","2-10","NONE",0
"1223",8228,2012,1,20,"MRA","MARTINAIRE","SA227 AC METRO III","A","915",7,2,19,4,2,"C",4,4,NA,NA,"KTVC","CHERRY CAPITAL ARPT","MI","AGL","APPROACH","DAY","NONE",NA,NA,NA,"R2001","SNOWY OWL","1","NONE",0
"1224",22147,1997,10,1,"MIL","MILITARY","C-21A","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KGPT","GULFPORT-BILOXI INTL APRT","MS","ASO","LANDING ROLL","DAY",NA,0,140,0,"UNKBM","UNKNOWN MEDIUM BIRD","2-10",NA,0
"1225",13280,2005,5,10,"FDX","FEDEX EXPRESS","A-300","A","04A",1,4,34,46,2,"D",1,1,NA,NA,"KMEM","MEMPHIS INTL","TN","ASO","APPROACH","NIGHT",NA,3700,245,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
"1226",27571,2002,10,31,"EGF","AMERICAN EAGLE AIRLINES","EMB-135","A","332",13,3,1,10,2,"D",5,5,NA,NA,"KLGA","LA GUARDIA ARPT","NY","AEA","APPROACH",NA,"NONE",NA,NA,NA,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
"1227",20324,2008,11,9,"SWA","SOUTHWEST AIRLINES","B-737-300","A","148",24,4,10,1,2,"D",1,1,NA,NA,"KPHL","PHILADELPHIA INTL","PA","AEA","APPROACH","DUSK","NONE",200,135,NA,"NE1","GULL","2-10","NONE",0
"1228",18749,2008,5,1,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KHGR","HAGERSTOWN REGNL ARPT-RICHARD A HENSON FIELD","MD","AEA",NA,NA,NA,NA,NA,0,"NE104","RING-BILLED GULL","1",NA,0
"1229",21209,2002,4,23,"USA","1US AIRWAYS","B-737-400","A","148",32,4,10,1,2,"D",1,1,NA,NA,"KBUF","BUFFALO-NIAGARA INTL","NY","AEA","CLIMB","DAY","NONE",50,140,NA,"ZT1","BLACKBIRD","1","NONE",0
"1230",21934,1994,8,11,"COA","CONTINENTAL AIRLINES","MD-80","A","583",37,4,34,10,2,"D",5,5,NA,NA,"KCLE","CLEVELAND-HOPKINS INTL ARPT","OH","AGL","LANDING ROLL","DUSK","RAIN",0,135,0,"YL001","EUROPEAN STARLING","2-10","NONE",0
"1231",14360,2005,4,3,"QXE","HORIZON AIR","DHC8 DASH 8","A","303",10,3,31,10,2,"C",4,4,NA,NA,"KGEG","SPOKANE INTERNATIONAL","WA","ANM","APPROACH","DAY","NONE",30,110,NA,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
"1232",21216,1998,11,15,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KMDW","CHICAGO MIDWAY INTL ARPT","IL","AGL",NA,NA,NA,NA,NA,0,"K5114","AMERICAN KESTREL","1",NA,0
"1233",17212,2008,4,17,"SWA","SOUTHWEST AIRLINES","B-737-300","A","148",24,4,10,1,2,"D",1,1,NA,NA,"KBHM","BIRMINGHAM-SHUTTLESWORTH INTL","AL","ASO","DESCENT","DAY","NONE",8000,250,NA,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
"1234",28855,2011,7,12,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KDFW","DALLAS/FORT WORTH INTL ARPT","TX","ASW",NA,NA,NA,NA,NA,0,"O2205","MOURNING DOVE","1",NA,0
"1235",17629,2014,5,9,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KMMU","MORRISTOWN MUNICIPAL ARPT","NJ","AEA",NA,NA,NA,NA,NA,0,"K5114","AMERICAN KESTREL","2-10",NA,0
"1236",2297,1999,11,2,"EGF","AMERICAN EAGLE AIRLINES","ATR-72","A","97",2,3,31,10,2,"C",4,4,NA,NA,"KHRL","VALLEY INTL","TX","ASW","APPROACH","NIGHT","NONE",800,130,NA,"J21","DUCK","2-10","NONE",0
"1237",9340,2015,3,28,"ASQ","EXPRESSJET AIRLINES","EMB-135","A","332",13,3,1,10,2,"D",5,5,NA,NA,"KGRK","KILLEEN/FT HOOD REGIONAL","TX","ASW","APPROACH","NIGHT","NONE",1300,NA,NA,"UNKB","UNKNOWN BIRD","1","NONE",0
"1238",19406,2008,9,1,"BUS","BUSINESS","LEARJET-31","A","395",9,2,19,1,2,"D",5,5,NA,NA,"KAVP","WILKES-BARRE/SCRANTON INTL","PA","AEA","APPROACH","DAY","NONE",40,120,0,"ZX3","SPARROW","11-100","NONE",0
"1239",7888,2000,3,24,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KMLU","MONROE REGIONAL ARPT","LA","ASW",NA,NA,NA,NA,NA,0,"1C2","MICROBAT","1",NA,0
"1240",19112,2003,9,23,"UAL","UNITED AIRLINES","A-319","A","04A",6,4,23,1,2,"D",1,1,NA,NA,"ZZZZ","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,0
"1241",13506,1997,1,2,"AAL","AMERICAN AIRLINES","B-727-200","A","148",11,4,34,10,3,"D",5,6,5,NA,"KMIA","MIAMI INTL","FL","ASO","TAKEOFF RUN","DAY","NONE",0,100,0,"I11","HERONS","1","ABORTED TAKEOFF",0
"1242",2030,2000,8,22,"BUS","BUSINESS","C-172","A","226",7,1,7,19,1,"A",7,NA,NA,NA,"KERI","ERIE INTL ARPT-TOM RIDGE FIELD","PA","AEA","APPROACH","NIGHT","NONE",50,82,NA,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
"1243",8907,2010,11,12,"SWA","SOUTHWEST AIRLINES","B-737-700","A","148",42,4,10,1,2,"D",1,1,NA,NA,"KSFO","SAN FRANCISCO INTL ARPT","CA","AWP","APPROACH","DAY","NONE",100,130,NA,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
"1244",29339,2002,8,24,"BUS","BUSINESS","AYRES THRUSH","A","100",2,2,34,22,1,"C",7,NA,NA,NA,"KPIR","PIERRE REGIONAL ARPT","SD","AGL","CLIMB","DAY","NONE",10,85,NA,"NE112","FRANKLIN'S GULL","2-10","NONE",0
"1245",16090,2006,7,6,"NWA","NORTHWEST AIRLINES","DC-9","A","583",90,4,34,10,2,"D",5,5,NA,NA,"KGRR","GERALD R. FORD INTL ARPT","MI","AGL","TAKEOFF RUN","DAY","NONE",0,NA,0,"YI003","BANK SWALLOW","11-100","NONE",0
"1246",14019,2001,10,7,"1AWE","AMERICA WEST AIRLINES","B-737-300","A","148",24,4,10,1,2,"D",1,1,NA,NA,"KSAN","SAN DIEGO INTL","CA","AWP","APPROACH","NIGHT",NA,NA,NA,NA,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
"1247",591,2006,10,25,"ABX","ABX AIR","B-767-200","A","148",29,4,22,7,2,"D",1,1,NA,NA,"ZZZZ","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
"1248",14947,2014,2,9,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KBDL","BRADLEY INTL","CT","ANE",NA,NA,NA,NA,NA,0,"YH004","HORNED LARK","1",NA,0
"1249",7303,2014,4,25,"UAL","UNITED AIRLINES","B-737-900","A","148",48,4,10,1,2,"D",1,1,NA,NA,"ZZZZ","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,"UNKB","UNKNOWN BIRD","1",NA,0
"1250",22156,1993,2,20,"UAL","UNITED AIRLINES","B-727-200","A","148",11,4,34,10,3,"D",5,6,5,NA,"KBWI","BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT","MD","AEA","CLIMB",NA,NA,NA,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,0
"1251",29653,2013,11,10,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KPGD","PUNTA GORDA ARPT","FL","ASO",NA,NA,NA,NA,NA,0,"K5114","AMERICAN KESTREL","1",NA,0
"1252",4426,2005,10,11,"ASH","MESA AIRLINES","EMB-145","A","332",14,3,1,10,2,"D",5,5,NA,NA,"ZZZZ","UNKNOWN",NA,NA,"EN ROUTE",NA,"NONE",NA,NA,NA,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
"1253",12470,1999,4,7,"MIL","MILITARY","C-9A","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KALN","ST LOUIS REGIONAL","IL","AGL","TAKEOFF RUN","DAY",NA,0,110,0,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,0
"1254",653,2006,11,2,"ASH","MESA AIRLINES","CRJ900","A","188",17,4,22,4,2,"D",5,5,NA,NA,"KCLT","CHARLOTTE/DOUGLAS INTL ARPT","NC","ASO","APPROACH","NIGHT","RAIN",1200,210,NA,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
"1255",17254,2010,7,6,"UAL","UNITED AIRLINES","B-757-200","A","148",26,4,34,40,2,"D",1,1,NA,NA,"KIAD","WASHINGTON DULLES INTL ARPT","DC","AEA","CLIMB","DAY","NONE",100,NA,0,"UNKB","UNKNOWN BIRD","1","NONE",0
"1256",15121,2013,11,9,"NKS","SPIRIT AIRLINES","A-321","A","04A",7,4,23,1,2,"D",1,1,NA,NA,"KLGA","LA GUARDIA ARPT","NY","AEA","APPROACH","NIGHT",NA,NA,NA,NA,"ZX004","DARK-EYED JUNCO","1","NONE",0
"1257",1053,2015,4,6,"SWA","SOUTHWEST AIRLINES","B-737-500","A","148",33,4,10,1,2,"D",1,1,NA,NA,"ZZZZ","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,"UNKBS","UNKNOWN SMALL BIRD","1",NA,0
"1258",18884,2014,10,18,"UAL","UNITED AIRLINES","B-737-800","A","148",43,4,10,1,2,"D",1,1,NA,NA,"KRSW","SOUTHWEST FLORIDA INTL ARPT","FL","ASO","APPROACH","NIGHT","NONE",500,160,NA,"ZS035","BAY-BREASTED WARBLER","1","NONE",0
"1259",2110,2010,8,13,"AWE","US AIRWAYS","B-737-400","A","148",32,4,10,1,2,"D",1,1,NA,NA,"MYNN","LYNDEN PINDLING INTL ARPT",NA,"FGN","APPROACH","DAY","NONE",200,250,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
"1260",15388,2001,10,8,"USA","1US AIRWAYS","A-319","A","04A",6,4,10,1,2,"D",1,1,NA,NA,"KFLL","FORT LAUDERDALE/HOLLYWOOD INTL","FL","ASO","APPROACH","NIGHT","RAIN",700,145,NA,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
"1261",15846,2001,3,20,"BUS","BUSINESS","C-172","A","226",7,1,7,10,1,"A",7,NA,NA,NA,"ZZZZ","UNKNOWN",NA,NA,"EN ROUTE","NIGHT","NONE",2500,120,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
"1262",563,2015,7,19,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KDTW","DETROIT METRO WAYNE COUNTY ARPT","MI","AGL",NA,NA,NA,NA,NA,0,"K5114","AMERICAN KESTREL","1",NA,0
"1263",358,2009,5,29,"SWA","SOUTHWEST AIRLINES","B-737-300","A","148",24,4,10,1,2,"D",1,1,NA,NA,"KBNA","NASHVILLE INTL","TN","ASO","TAKEOFF RUN","DAY","NONE",0,150,0,"UNKBS","UNKNOWN SMALL BIRD","2-10","NONE",0
"1264",2590,1995,7,29,"USA","1US AIRWAYS","B-737-400","A","148",32,4,10,1,2,"D",1,1,NA,NA,"KIAH","GEORGE BUSH INTERCONTINENTAL/ HOUSTON ARPT","TX","ASW","TAKEOFF RUN","DAY","NONE",0,144,0,"ZT1","BLACKBIRD","2-10","NONE",0
"1265",27334,2012,7,11,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KCMH","PORT COLUMBUS INTL","OH","AGL",NA,NA,NA,NA,NA,0,"YI005","BARN SWALLOW","1",NA,0
"1266",6041,2010,10,11,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KMKE","GENERAL MITCHELL INTL","WI","AGL",NA,NA,NA,NA,NA,0,"ZX305","WHITE-THROATED SPARROW","1",NA,0
"1267",16634,1995,1,23,"PVT","PRIVATELY OWNED","HAWKER","A","168",NA,3,NA,NA,2,"D",5,5,NA,NA,"KCAE","COLUMBIA METRO","SC","ASO","APPROACH","NIGHT","RAIN",400,130,NA,"ZX3","SPARROW","2-10","NONE",0
"1268",28825,2007,9,14,"AAL","AMERICAN AIRLINES","MD-82","A","583",37,4,34,10,2,"D",5,5,NA,NA,"KDFW","DALLAS/FORT WORTH INTL ARPT","TX","ASW","DESCENT","DAY","NONE",4000,210,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
"1269",13677,2015,5,3,"AAL","AMERICAN AIRLINES","B-737-800","A","148",43,4,10,1,2,"D",1,1,NA,NA,"KAUS","AUSTIN-BERGSTROM INTL","TX","ASW","DESCENT","NIGHT","NONE",8000,250,20,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
"1270",4986,2015,7,31,"BUS","BUSINESS","GULFAERO IV","A","421",4,4,37,46,2,"D",5,5,NA,NA,"KPTK","OAKLAND COUNTY INTL","MI","AGL","APPROACH","DAY",NA,NA,NA,NA,"UNKB","UNKNOWN BIRD","1",NA,0
"1271",172,2009,1,23,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KPVD","THEODORE FRANCIS GREEN STATE","RI","ANE",NA,NA,NA,NA,NA,0,"O2205","MOURNING DOVE","1",NA,0
"1272",798,2008,10,25,"DAL","DELTA AIR LINES","B-757-200","A","148",26,4,34,40,2,"D",1,1,NA,NA,"KSAV","SAVANNAH/HILTON HEAD INTL ARPT","GA","ASO","LANDING ROLL","NIGHT","NONE",0,NA,0,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
"1273",12714,2012,4,21,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KJFK","JOHN F KENNEDY INTL","NY","AEA",NA,NA,NA,NA,NA,0,"R1101","BARN OWL","1",NA,0
"1274",8712,1992,4,24,"ABX","ABX AIR","DC-8-61","A","583",16,4,34,1,4,"D",1,1,1,1,"ZZZZ","UNKNOWN",NA,NA,"EN ROUTE",NA,NA,NA,NA,NA,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
"1275",16614,2001,6,21,"QXE","HORIZON AIR","DHC8 DASH 8","A","303",10,3,31,10,2,"C",4,4,NA,NA,"ZZZZ","UNKNOWN",NA,NA,NA,"DAY","NONE",NA,NA,NA,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
"1276",22306,2014,6,16,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KDFW","DALLAS/FORT WORTH INTL ARPT","TX","ASW",NA,NA,NA,NA,NA,0,"O2205","MOURNING DOVE","1",NA,0
"1277",25430,1999,12,23,"UAL","UNITED AIRLINES","B-727-200","A","148",11,4,34,10,3,"D",5,6,5,NA,"ZZZZ","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,0
"1278",8454,2012,9,14,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KMSY","LOUIE ARMSTRONG NEW ORLEANS INTL ARPT","LA","ASW",NA,NA,NA,NA,NA,0,"YI005","BARN SWALLOW","2-10",NA,0
"1279",27721,2004,3,23,"BUS","BUSINESS","EUROCOPTER BK 117","B","612",9,2,7,52,2,"F",6,6,NA,NA,"ZZZZ","UNKNOWN",NA,NA,"EN ROUTE",NA,"NONE",1000,NA,NA,"UNKBL","UNKNOWN LARGE BIRD","1","OTHER",1
"1280",26653,2007,7,16,"BUS","BUSINESS","PA-44 SEMINOLE","A","729",33,2,7,19,2,"A",4,4,NA,NA,"KAZO","KALAMAZOO/BATTLE CREEK INTL","MI","AGL","APPROACH","DAY","NONE",10,75,0,"K33","HAWK","1",NA,0
"1281",15595,2014,10,6,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KSEA","SEATTLE-TACOMA INTL","WA","ANM",NA,NA,NA,NA,NA,0,"R1101","BARN OWL","1",NA,0
"1282",18600,2006,5,19,"ACA","AIR CANADA","EMB-170","A","332",NA,4,22,4,2,"D",1,1,NA,NA,"KATL","HARTSFIELD - JACKSON ATLANTA INTL ARPT","GA","ASO","LANDING ROLL",NA,NA,0,NA,0,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,0
"1283",17492,2010,9,11,"JBU","JETBLUE AIRWAYS","A-320","A","04A",3,4,23,1,2,"D",1,1,NA,NA,"KMSY","LOUIE ARMSTRONG NEW ORLEANS INTL ARPT","LA","ASW","CLIMB","DAY","NONE",200,170,0,"YI003","BANK SWALLOW","1","NONE",0
"1284",4512,1996,8,2,"DAL","DELTA AIR LINES","B-727","A","148",94,4,34,10,3,"D",5,6,5,NA,"KPBI","PALM BEACH INTL","FL","ASO","LANDING ROLL","DUSK","NONE",0,NA,0,"ZT1","BLACKBIRD","1","NONE",0
"1285",5442,2013,2,4,"AAL","AMERICAN AIRLINES","MD-82","A","583",37,4,34,10,2,"D",5,5,NA,NA,"KBNA","NASHVILLE INTL","TN","ASO","CLIMB",NA,"NONE",1000,250,NA,"Z6007","AMERICAN ROBIN","2-10","NONE",0
"1286",3869,2013,6,1,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KDFW","DALLAS/FORT WORTH INTL ARPT","TX","ASW",NA,NA,NA,NA,NA,0,"O2205","MOURNING DOVE","1",NA,0
"1287",2686,2007,8,19,"PDT","PIEDMONT AIRLINES","DHC8 DASH 8","A","303",10,3,31,10,2,"C",4,4,NA,NA,"KPHL","PHILADELPHIA INTL","PA","AEA","APPROACH","DAY","RAIN",50,120,NA,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
"1288",18955,1990,10,15,"USA","1US AIRWAYS","B-737-300","A","148",24,4,10,1,2,"D",1,1,NA,NA,"KRNO","RENO TAHOE INTL","NV","AWP","APPROACH","NIGHT","NONE",2000,200,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",1
"1289",6576,2014,4,25,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLGA","LA GUARDIA ARPT","NY","AEA",NA,NA,NA,NA,NA,0,"O2111","ROCK PIGEON","1",NA,0
"1290",25202,2001,6,12,"UAL","UNITED AIRLINES","B-727-200","A","148",11,4,34,10,3,"D",5,6,5,NA,"ZZZZ","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,0
"1291",21515,2008,10,9,"SWA","SOUTHWEST AIRLINES","B-737-700","A","148",42,4,10,1,2,"D",1,1,NA,NA,"KHOU","WILLIAM P HOBBY ARPT","TX","ASW","APPROACH","NIGHT","NONE",1500,135,NA,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
