response_datetime,problem,is_911_call,primary_offense,subject_injury,force_type,force_type_action,race,sex,age,type_resistance,precinct,neighborhood
2016/08/31 23:58:29,Fight ,Yes,WT,Yes,Bodily Force,Knees,Other / Mixed Race,Male,29,Tensed,1,Loring Park
2016/09/01 03:43:16,Burglary Biz - In Progress ,No,BURGB,Yes,Police K9 Bite,Off Lead,Black,Male,61,Unspecified,5,Steven's Square - Loring Heights
2016/09/01 20:43:24,Damage Property-In Progress,Yes,DISCON,Yes,Bodily Force,Body Weight to Pin,White,Male,37,Verbal Non-Compliance,2,Windom Park
2016/09/02 02:34:31,Person with a Gun ,No,WEAP,Yes,Bodily Force,Body Weight to Pin,NA,Male,28,Tensed,1,Downtown West
2016/09/02 02:34:31,Person with a Gun ,No,WEAP,Yes,Bodily Force,Push Away,NA,Male,28,Tensed,1,Downtown West
2016/09/02 07:43:46,Property Damage/Hit & Run ,Yes,ASLT4,No,Bodily Force,Body Weight to Pin,Black,Male,17,Assaulted Officer,4,Lind - Bohanon
2016/09/02 07:43:46,Property Damage/Hit & Run ,Yes,ASLT4,No,Bodily Force,Push Away,Black,Male,17,Assaulted Officer,4,Lind - Bohanon
2016/09/02 21:55:56,Motor Vehicle Chase ,No,FATAL,Yes,Bodily Force,Conscious Neck Restraint,Black,Male,36,Fled in Vehicle,4,Folwell
2016/09/02 21:55:56,Motor Vehicle Chase ,No,FATAL,Yes,Bodily Force,Joint Lock,Black,Male,36,Fled in Vehicle,4,Folwell
2016/09/02 21:55:56,Motor Vehicle Chase ,No,FATAL,Yes,Taser,Display,Black,Male,36,Fled in Vehicle,4,Folwell
2016/09/02 21:55:56,Motor Vehicle Chase ,No,FATAL,Yes,Bodily Force,Joint Lock,Black,Male,36,Fled in Vehicle,4,Folwell
2016/09/02 21:55:56,Motor Vehicle Chase ,No,FATAL,Yes,Bodily Force,Punches,Black,Male,36,Fled in Vehicle,4,Folwell
2016/09/02 21:55:56,Motor Vehicle Chase ,No,FATAL,Yes,Improvised Weapon,Flashlight,Black,Male,36,Fled in Vehicle,4,Folwell
2016/09/02 21:55:56,Motor Vehicle Chase ,No,FATAL,Yes,Bodily Force,Body Weight to Pin,Black,Male,36,Fled in Vehicle,4,Folwell
2016/09/02 21:55:56,Motor Vehicle Chase ,No,FATAL,Yes,Bodily Force,Body Weight to Pin,Black,Male,36,Fled in Vehicle,4,Folwell
2016/09/02 21:55:56,Motor Vehicle Chase ,No,FATAL,Yes,Bodily Force,Punches,Black,Male,36,Fled in Vehicle,4,Folwell
2016/09/02 21:55:56,Motor Vehicle Chase ,No,FATAL,Yes,Bodily Force,Body Weight to Pin,Black,Male,36,Fled in Vehicle,4,Folwell
2016/09/02 21:55:56,Motor Vehicle Chase ,No,FATAL,Yes,Bodily Force,Push Away,Black,Male,36,Fled in Vehicle,4,Folwell
2016/09/02 21:55:56,Motor Vehicle Chase ,No,FATAL,Yes,Taser,Red Dot,Black,Male,36,Fled in Vehicle,4,Folwell
2016/09/02 21:55:56,Motor Vehicle Chase ,No,FATAL,Yes,Bodily Force,Body Weight to Pin,Black,Male,36,Fled in Vehicle,4,Folwell
2016/09/02 21:55:56,Motor Vehicle Chase ,No,FATAL,Yes,Bodily Force,Punches,Black,Male,36,Fled in Vehicle,4,Folwell
2016/09/02 21:55:56,Motor Vehicle Chase ,No,FATAL,Yes,Taser,Firing Darts,Black,Male,36,Fled in Vehicle,4,Folwell
2016/09/02 22:27:16,Drunk/Intoxicated Person ,No,ASLT4,Yes,Bodily Force,Body Weight to Pin,Black,Female,24,Assaulted Officer,1,Downtown West
2016/09/02 22:27:16,Drunk/Intoxicated Person ,No,ASLT4,Yes,Bodily Force,Joint Lock,Black,Female,24,Assaulted Officer,1,Downtown West
2016/09/02 22:53:13,Assault in Progress ,Yes,ASLT2,Yes,Bodily Force,Push Away,White,Female,41,Tensed,5,Lyndale
2016/09/02 22:53:13,Assault in Progress ,Yes,ASLT2,Yes,Bodily Force,Body Weight to Pin,White,Female,41,Tensed,5,Lyndale
2016/09/02 22:53:13,Assault in Progress ,Yes,ASLT2,Yes,Bodily Force,Joint Lock,White,Female,41,Tensed,5,Lyndale
2016/09/02 22:53:13,Assault in Progress ,Yes,ASLT2,Yes,Bodily Force,Kicks,White,Female,41,Tensed,5,Lyndale
2016/09/02 22:53:13,Assault in Progress ,Yes,ASLT2,Yes,Bodily Force,Knees,White,Female,41,Tensed,5,Lyndale
2016/09/02 22:53:13,Assault in Progress ,Yes,ASLT2,Yes,Bodily Force,Push Away,White,Female,41,Tensed,5,Lyndale
2016/09/03 01:56:59,Chase on Foot ,No,DAMPRP,No,Chemical Irritant,Chemical Munitions,Black,Male,27,Tensed,5,Lowry Hill East
2016/09/03 01:56:59,Chase on Foot ,No,DAMPRP,No,Taser,Display,Black,Male,27,Tensed,5,Lowry Hill East
2016/09/03 02:25:45,Disturbance ,No,DISCON,,Chemical Irritant,Crowd Control Mace,Black,Male,21,Commission of Crime,1,Downtown West
2016/09/03 02:25:45,Disturbance ,No,DISCON,,Chemical Irritant,Crowd Control Mace,Black,Male,21,Commission of Crime,1,Downtown West
2016/09/03 02:48:09,Disturbance ,No,DISCON,,Bodily Force,Body Weight to Pin,Black,Male,27,Tensed,1,Downtown West
2016/09/03 02:48:09,Disturbance ,No,DISCON,,Bodily Force,Body Weight to Pin,Black,Male,27,Tensed,1,Downtown West
2016/09/04 01:16:22,Suspicious Person ,No,OBSTRU,,Bodily Force,Body Weight to Pin,White,Male,25,Tensed,5,Lowry Hill East
2016/09/04 02:19:52,Disturbance ,No,DISCON,,Chemical Irritant,Crowd Control Mace,White,Male,21,commission of crime,1,Downtown West
2016/09/04 02:19:52,Disturbance ,No,DISCON,,Chemical Irritant,Crowd Control Mace,White,Male,21,commission of crime,1,Downtown West
2016/09/04 02:49:18,Burglary Dwlng In Progress ,Yes,DAMMV,No,Bodily Force,Kicks,White,Male,26,Commission of Crime,3,Central
2016/09/04 02:54:17,Chase on Foot ,No,ROBPAG,Yes,Bodily Force,Knees,Black,Male,18,Assaulted Officer,2,Marcy Holmes
2016/09/04 02:54:17,Chase on Foot ,No,ROBPAG,Yes,Bodily Force,Body Weight to Pin,White,Male,0,Unspecified,2,Marcy Holmes
2016/09/04 13:54:28,Officer Needs Help ,Yes,DISCON,,Bodily Force,Push Away,Black,Male,49,Commission of Crime,1,Downtown West
2016/09/04 13:54:28,Officer Needs Help ,Yes,DISCON,,Bodily Force,Joint Lock,Black,Male,49,Commission of Crime,1,Downtown West
2016/09/04 21:58:10,Fight ,Yes,ROBPAG,Yes,Taser,Firing Darts,White,Male,17,Fled on Foot,5,CARAG
2016/09/04 21:58:10,Fight ,Yes,ROBPAG,Yes,Bodily Force,Knees,White,Male,17,Fled on Foot,5,CARAG
2016/09/05 02:57:42,Miscellaneous ,No,FORCE,No,Chemical Irritant,Crowd Control Mace,White,Male,18,Verbal Non-Compliance,1,Downtown West
2016/09/05 03:17:40,Chase on Foot ,No,ASLT5,,Bodily Force,Body Weight to Pin,Black,Male,24,Fled on Foot,1,Downtown West
2016/09/05 03:27:40,Suspicious Vehicle ,Yes,OBSTRU,No,Bodily Force,Body Weight to Pin,Black,Male,23,Unspecified,5,Steven's Square - Loring Heights
2016/09/05 03:27:40,Suspicious Vehicle ,Yes,OBSTRU,No,Bodily Force,Push Away,Black,Female,21,Unspecified,5,Steven's Square - Loring Heights
2016/09/05 03:27:40,Suspicious Vehicle ,Yes,OBSTRU,No,Bodily Force,Body Weight to Pin,Black,Female,21,Unspecified,5,Steven's Square - Loring Heights
2016/09/05 03:45:46,Suspicious Person ,No,DISCON,No,Chemical Irritant,Crowd Control Mace,Black,Male,20,Commission of Crime,1,Downtown West
2016/09/05 18:38:49,Suspicious Person ,No,CONSME,,Bodily Force,Body Weight to Pin,White,Male,56,Tensed,5,Whittier
2016/09/05 18:38:49,Suspicious Person ,No,CONSME,,Bodily Force,Push Away,White,Male,56,Tensed,5,Whittier
2016/09/05 20:25:06,Unknown Trouble ,Yes,DISCON,,Chemical Irritant,Personal Mace,Black,Male,16,Commission of Crime,3,Longfellow
2016/09/05 20:25:06,Unknown Trouble ,Yes,DISCON,,Bodily Force,Body Weight to Pin,Black,Male,16,Commission of Crime,3,Longfellow
2016/09/05 20:25:06,Unknown Trouble ,Yes,DISCON,,Bodily Force,Push Away,Black,Male,16,Commission of Crime,3,Longfellow
2016/09/05 22:56:58,Unknown Trouble ,No,DASLT5,No,Bodily Force,Knees,Black,Male,26,Tensed,4,Jordan
2016/09/06 22:51:33,Suspicious Person ,No,FLEEFT,Yes,Bodily Force,Joint Lock,NA,Male,22,Fled on Foot,2,St. Anthony East
2016/09/06 22:51:33,Suspicious Person ,No,FLEEFT,Yes,Bodily Force,Joint Lock,NA,Male,22,Fled on Foot,2,St. Anthony East
2016/09/07 23:53:49,Domestic ,Yes,DASLT2,No,Taser,Display,Black,Male,29,Verbal Non-Compliance,4,Near - North
2016/09/07 23:53:49,Domestic ,Yes,DASLT2,No,Taser,Red Dot,Black,Male,29,Verbal Non-Compliance,4,Near - North
2016/09/07 23:53:49,Domestic ,Yes,DASLT2,No,Taser,Firing Darts,Black,Male,29,Verbal Non-Compliance,4,Near - North
2016/09/08 11:49:40,Down Outside-One ,Yes,DISCON,No,Bodily Force,Slaps,Black,Male,41,Tensed,3,Phillips West
2016/09/08 11:49:40,Down Outside-One ,Yes,DISCON,No,Improvised Weapon,Flashlight,Black,Male,41,Tensed,3,Phillips West
2016/09/08 21:43:58,Suspicious Person ,No,CSCREG,No,Bodily Force,Unconscious Neck Restraint,Black,Male,40,Tensed,1,Downtown West
2016/09/08 21:43:58,Suspicious Person ,No,CSCREG,No,Bodily Force,Punches,Black,Male,40,Tensed,1,Downtown West
2016/09/08 21:43:58,Suspicious Person ,No,CSCREG,No,Bodily Force,Body Weight to Pin,Black,Male,40,Tensed,1,Downtown West
2016/09/08 21:43:58,Suspicious Person ,No,CSCREG,No,Bodily Force,Body Weight to Pin,Black,Male,40,Tensed,1,Downtown West
2016/09/09 01:09:22,Suspicious Person ,No,FORCE,No,Chemical Irritant,Crowd Control Mace,White,Female,20,Verbal Non-Compliance,1,Downtown West
2016/09/09 01:09:22,Suspicious Person ,No,FORCE,No,Chemical Irritant,Crowd Control Mace,Black,Female,20,Verbal Non-Compliance,1,Downtown West
2016/09/09 09:33:17,Suspicious Person ,No,SHOPLF,,Bodily Force,Body Weight to Pin,White,Male,33,Tensed,1,Downtown West
2016/09/09 09:33:17,Suspicious Person ,No,SHOPLF,,Bodily Force,Joint Lock,White,Male,33,Tensed,1,Downtown West
2016/09/09 20:01:11,Diabetic Problem ,Yes,OBSTRU,,Chemical Irritant,Crowd Control Mace,Black,Male,29,Commission of Crime,1,Loring Park
2016/09/09 20:01:11,Diabetic Problem ,Yes,OBSTRU,,Chemical Irritant,Crowd Control Mace,Black,Male,31,Commission of Crime,1,Loring Park
2016/09/09 20:01:11,Diabetic Problem ,Yes,OBSTRU,,Chemical Irritant,Crowd Control Mace,Black,Male,29,Commission of Crime,1,Loring Park
2016/09/10 01:49:09,Slumper ,Yes,ASLT4,No,Bodily Force,Knees,Black,Male,31,Commission of Crime,3,Midtown Phillips
2016/09/10 01:49:09,Slumper ,Yes,ASLT4,No,Bodily Force,Knees,White,Female,33,Commission of Crime,3,Midtown Phillips
2016/09/10 01:49:09,Slumper ,Yes,ASLT4,No,Bodily Force,Body Weight to Pin,Black,Male,31,Commission of Crime,3,Midtown Phillips
2016/09/10 02:43:16,Unknown Trouble ,Yes,OBSTRU,Yes,Bodily Force,Body Weight to Pin,Other / Mixed Race,Male,64,Verbal Non-Compliance,2,Holland
2016/09/10 02:43:16,Unknown Trouble ,Yes,OBSTRU,Yes,Bodily Force,Body Weight to Pin,Other / Mixed Race,Male,64,Verbal Non-Compliance,2,Holland
2016/09/11 00:30:18,Domestic Abuse-In Progress ,Yes,OBSTRU,Yes,Bodily Force,Punches,White,Male,41,Tensed,2,Audubon Park
2016/09/11 00:30:18,Domestic Abuse-In Progress ,Yes,OBSTRU,Yes,Chemical Irritant,Personal Mace,White,Male,41,Tensed,2,Audubon Park
2016/09/11 00:30:18,Domestic Abuse-In Progress ,Yes,OBSTRU,Yes,Bodily Force,Push Away,White,Male,41,Tensed,2,Audubon Park
2016/09/11 00:30:18,Domestic Abuse-In Progress ,Yes,OBSTRU,Yes,Bodily Force,Kicks,White,Male,41,Tensed,2,Audubon Park
2016/09/11 00:30:18,Domestic Abuse-In Progress ,Yes,OBSTRU,Yes,Bodily Force,Body Weight to Pin,White,Male,41,Tensed,2,Audubon Park
2016/09/11 00:30:18,Domestic Abuse-In Progress ,Yes,OBSTRU,Yes,Bodily Force,Body Weight to Pin,White,Male,41,Tensed,2,Audubon Park
2016/09/11 00:30:18,Domestic Abuse-In Progress ,Yes,OBSTRU,Yes,Bodily Force,Push Away,White,Male,41,Tensed,2,Audubon Park
2016/09/11 00:30:18,Domestic Abuse-In Progress ,Yes,OBSTRU,Yes,Bodily Force,Punches,White,Male,41,Tensed,2,Audubon Park
2016/09/11 01:31:39,Suspicious Person ,No,FORCE,,Chemical Irritant,Crowd Control Mace,NA,NA,0,Verbal Non-Compliance,4,Hawthorne
2016/09/12 01:43:25,Directed Patrol ,No,DISCON,No,Chemical Irritant,Crowd Control Mace,Black,Female,0,Commission of Crime,1,Downtown West
2016/09/12 01:43:25,Directed Patrol ,No,DISCON,No,Chemical Irritant,Crowd Control Mace,Black,Female,0,Commission of Crime,1,Downtown West
2016/09/12 01:43:25,Directed Patrol ,No,DISCON,No,Chemical Irritant,Crowd Control Mace,Black,Female,0,Commission of Crime,1,Downtown West
2016/09/12 01:44:51,Fight ,No,FORCE,No,Chemical Irritant,Crowd Control Mace,Black,Female,18,Commission of Crime,1,Downtown West
2016/09/12 01:44:51,Fight ,No,FORCE,No,Chemical Irritant,Crowd Control Mace,Black,Female,18,Commission of Crime,1,Downtown West
2016/09/12 02:28:58,Disturbance ,No,FORCE,No,Chemical Irritant,Crowd Control Mace,Black,Male,21,Commission of Crime,1,Downtown West
2016/09/12 19:17:27,Burglary Dwlng In Progress ,Yes,RECVEH,Yes,Police K9 Bite,On Lead,White,Male,31,Fled on Foot,3,Ventura Village
2016/09/13 02:01:45,Suspicious Vehicle ,No,RECVEH,No,Bodily Force,Knees,Black,Male,52,Fled on Foot,4,Folwell
2016/09/13 02:01:45,Suspicious Vehicle ,No,RECVEH,No,Bodily Force,Punches,Black,Male,52,Fled on Foot,4,Folwell
2016/09/14 00:04:29,Unconscious ,Yes,DASLT3,Yes,Bodily Force,Body Weight to Pin,White,Female,23,Assaulted Officer,2,Logan Park
2016/09/14 00:04:29,Unconscious ,Yes,DASLT3,Yes,Bodily Force,Slaps,White,Female,23,Assaulted Officer,2,Logan Park
2016/09/14 00:04:29,Unconscious ,Yes,DASLT3,Yes,Bodily Force,Joint Lock,White,Female,23,Assaulted Officer,2,Logan Park
2016/09/14 00:34:52,Unknown Trouble ,Yes,"NARC",Yes,Improvised Weapon,Flashlight,Black,Male,45,Fled on Foot,3,Northrop
2016/09/14 00:34:52,Unknown Trouble ,Yes,"NARC",Yes,Bodily Force,Body Weight to Pin,Black,Male,45,Fled on Foot,3,Northrop
2016/09/14 00:34:52,Unknown Trouble ,Yes,"NARC",Yes,Bodily Force,Joint Lock,Black,Male,45,Fled on Foot,3,Northrop
2016/09/14 00:34:52,Unknown Trouble ,Yes,"NARC",Yes,Bodily Force,Body Weight to Pin,Black,Male,45,Fled on Foot,3,Northrop
2016/09/15 21:01:58,Directed Patrol ,No,OBSTRU,No,Bodily Force,Joint Lock,Black,Female,36,Tensed,1,Downtown West
2016/09/15 21:01:58,Directed Patrol ,No,OBSTRU,No,Bodily Force,Joint Lock,Black,Female,36,Tensed,1,Downtown West
2016/09/15 21:18:49,Domestic with Weapons ,Yes,DASLT5,Yes,Bodily Force,Joint Lock,NA,Male,19,Tensed,4,Shingle Creek
2016/09/15 21:18:49,Domestic with Weapons ,Yes,DASLT5,Yes,Bodily Force,Body Weight to Pin,NA,Male,19,Tensed,4,Shingle Creek
2016/09/15 21:18:49,Domestic with Weapons ,Yes,DASLT5,Yes,Bodily Force,Push Away,NA,Male,19,Tensed,4,Shingle Creek
2016/09/15 21:18:49,Domestic with Weapons ,Yes,DASLT5,Yes,Bodily Force,Knees,NA,Male,19,Tensed,4,Shingle Creek
2016/09/17 03:00:31,Disturbance ,No,ASLT4,No,Taser,Firing Darts,Black,Male,34,Assaulted Officer,5,CARAG
2016/09/17 03:00:31,Disturbance ,No,ASLT4,No,Bodily Force,Punches,Black,Male,34,Assaulted Officer,5,CARAG
2016/09/17 03:00:31,Disturbance ,No,ASLT4,No,Bodily Force,Push Away,Black,Male,34,Assaulted Officer,5,CARAG
2016/09/17 03:00:31,Disturbance ,No,ASLT4,No,Bodily Force,Push Away,Black,Male,34,Assaulted Officer,5,CARAG
2016/09/17 03:00:31,Disturbance ,No,ASLT4,No,Taser,Arcing,Black,Male,34,Assaulted Officer,5,CARAG
2016/09/17 03:00:31,Disturbance ,No,ASLT4,No,Bodily Force,Body Weight to Pin,Black,Male,34,Assaulted Officer,5,CARAG
2016/09/17 03:00:31,Disturbance ,No,ASLT4,No,Bodily Force,Body Weight to Pin,Black,Male,34,Assaulted Officer,5,CARAG
2016/09/17 03:00:31,Disturbance ,No,ASLT4,No,Bodily Force,Conscious Neck Restraint,Black,Male,34,Assaulted Officer,5,CARAG
2016/09/17 03:00:31,Disturbance ,No,ASLT4,No,Taser,Touch,Black,Male,34,Assaulted Officer,5,CARAG
2016/09/18 02:07:52,Disturbance ,No,DISCON,No,Chemical Irritant,Crowd Control Mace,Asian,Female,21,Commission of Crime,1,Downtown West
2016/09/18 02:07:52,Disturbance ,No,DISCON,No,Chemical Irritant,Crowd Control Mace,Asian,Female,21,Commission of Crime,1,Downtown West
2016/09/18 02:19:41,Disturbance ,No,FORCE,No,Chemical Irritant,Crowd Control Mace,Asian,Female,21,Verbal Non-Compliance,1,Downtown West
2016/09/18 02:19:41,Disturbance ,No,FORCE,No,Chemical Irritant,Crowd Control Mace,Asian,Female,21,Verbal Non-Compliance,1,Downtown West
2016/09/18 02:28:11,Suspicious Person ,No,DISCON,No,Chemical Irritant,Personal Mace,White,Male,29,Commission of Crime,1,Downtown West
2016/09/18 09:45:01,Audible Residential Alarm ,No,BURGD,Yes,Police K9 Bite,Off Lead,Native American,Male,12,Fled on Foot,3,Midtown Phillips
2016/09/19 02:10:10,Disturbance ,No,DISCON,No,Chemical Irritant,Crowd Control Mace,Black,Male,0,Commission of Crime,1,Downtown West
2016/09/19 12:50:24,Assault in Progress ,No,DISCON,,Chemical Irritant,Personal Mace,Black,Male,22,Verbal Non-Compliance,1,Downtown West
2016/09/19 20:36:40,Emotionally Disturb Person ,No,CIC,,Bodily Force,Body Weight to Pin,Black,Female,13,Unspecified,4,Willard - Hay
2016/09/19 20:36:40,Emotionally Disturb Person ,No,CIC,,Bodily Force,Body Weight to Pin,Black,Female,13,Unspecified,4,Willard - Hay
2016/09/19 23:59:06,Fight ,Yes,RIOT,No,Bodily Force,Kicks,Black,Female,21,Commission of Crime,1,Downtown West
2016/09/20 09:04:09,Unknown Wireless/Cell Phone,Yes,DASLT5,No,Bodily Force,Body Weight to Pin,Asian,Male,32,Tensed,4,Lind - Bohanon
2016/09/20 09:04:09,Unknown Wireless/Cell Phone,Yes,DASLT5,No,Bodily Force,Joint Lock,Asian,Male,32,Tensed,4,Lind - Bohanon
2016/09/22 21:58:29,Suspicious Person ,No,PINJEQ,,Bodily Force,Push Away,White,Male,34,Fled on Foot,5,Whittier
2016/09/23 01:34:57,Traffic Law Enforcement ,No,RECVEH,No,Bodily Force,Kicks,White,Male,40,Fled on Foot,4,Near - North
2016/09/23 10:42:46,Burglary Business - Report ,Yes,R&C,Yes,Taser,Firing Darts,Native American,Male,28,Commission of Crime,3,East Phillips
2016/09/23 18:38:06,Emotionally Disturb Person ,No,WT,Yes,Bodily Force,Unconscious Neck Restraint,White,Male,45,Tensed,4,Jordan
2016/09/23 18:38:06,Emotionally Disturb Person ,No,WT,Yes,Bodily Force,Body Weight to Pin,White,Male,45,Tensed,4,Jordan
2016/09/23 18:38:06,Emotionally Disturb Person ,No,WT,Yes,Taser,Touch,White,Male,45,Tensed,4,Jordan
2016/09/23 18:38:06,Emotionally Disturb Person ,No,WT,Yes,Taser,Firing Darts,White,Male,45,Tensed,4,Jordan
2016/09/23 18:38:06,Emotionally Disturb Person ,No,WT,Yes,Bodily Force,Body Weight to Pin,White,Male,45,Tensed,4,Jordan
2016/09/23 18:38:06,Emotionally Disturb Person ,No,WT,Yes,Bodily Force,Conscious Neck Restraint,White,Male,45,Tensed,4,Jordan
2016/09/23 20:55:40,Assault in Progress ,Yes,DASLT2,Yes,Bodily Force,Body Weight to Pin,Black,Male,22,Tensed,4,Hawthorne
2016/09/24 02:23:33,On Site ,No,FORCE,,Chemical Irritant,Crowd Control Mace,NA,NA,0,Unspecified,1,Downtown West
2016/09/24 02:23:33,On Site ,No,FORCE,,Chemical Irritant,Crowd Control Mace,NA,NA,0,Unspecified,1,Downtown West
2016/09/24 03:51:26,Unwanted Person ,Yes,OBSTRU,Yes,Bodily Force,Body Weight to Pin,White,Male,25,Tensed,5,Lowry Hill East
2016/09/24 03:51:26,Unwanted Person ,Yes,OBSTRU,Yes,Bodily Force,Joint Lock,White,Male,25,Tensed,5,Lowry Hill East
2016/09/25 01:15:03,Fight ,No,ASLT2,No,Bodily Force,Body Weight to Pin,Black,Male,28,Tensed,1,Downtown West
2016/09/25 01:15:03,Fight ,No,ASLT2,No,Bodily Force,Body Weight to Pin,Black,Male,28,Tensed,1,Downtown West
2016/09/25 01:15:03,Fight ,No,ASLT2,No,Bodily Force,Joint Lock,Black,Male,28,Tensed,1,Downtown West
2016/09/25 01:15:03,Fight ,No,ASLT2,No,Bodily Force,Body Weight to Pin,Black,Male,28,Tensed,1,Downtown West
2016/09/25 02:18:25,Disturbance ,No,DISCON,,Chemical Irritant,Crowd Control Mace,Asian,Male,20,Commission of Crime,1,Downtown West
2016/09/25 02:18:25,Disturbance ,No,DISCON,,Chemical Irritant,Crowd Control Mace,Black,Male,20,Commission of Crime,1,Downtown West
2016/09/25 03:01:05,Suspicious Person ,No,DISCON,,Chemical Irritant,Crowd Control Mace,NA,Female,25,Commission of Crime,1,Downtown West
2016/09/25 22:57:59,Assist a Disabled Person ,No,ASLT3,Yes,Bodily Force,Body Weight to Pin,White,Male,20,Fled on Foot,3,Powderhorn Park
2016/09/25 22:57:59,Assist a Disabled Person ,No,ASLT3,Yes,Gun Point Display,Compliance,White,Male,20,Fled on Foot,3,Powderhorn Park
2016/09/26 00:36:01,Disturbance ,No,OBSTRU,,Bodily Force,Joint Lock,Black,Male,45,Tensed,1,Downtown West
2016/09/26 02:01:49,Fight ,No,FORCE,,Chemical Irritant,Crowd Control Mace,Black,Female,20,Commission of Crime,1,Downtown West
2016/09/26 02:01:49,Fight ,No,FORCE,,Chemical Irritant,Crowd Control Mace,Black,Male,22,Commission of Crime,1,Downtown West
2016/09/26 19:06:39,Person with a Weapon ,Yes,ASLT4,Yes,Bodily Force,Joint Lock,White,Male,30,Assaulted Officer,1,Downtown West
2016/09/26 19:06:39,Person with a Weapon ,Yes,ASLT4,Yes,Bodily Force,Body Weight to Pin,White,Male,30,Assaulted Officer,1,Downtown West
2016/09/26 19:06:39,Person with a Weapon ,Yes,ASLT4,Yes,Bodily Force,Joint Lock,White,Male,30,Assaulted Officer,1,Downtown West
2016/09/26 19:06:39,Person with a Weapon ,Yes,ASLT4,Yes,Bodily Force,Body Weight to Pin,White,Male,30,Assaulted Officer,1,Downtown West
2016/09/27 16:46:43,Theft ,No,OBSTRU,Yes,Bodily Force,Body Weight to Pin,Black,Female,21,Assaulted Officer,4,Hawthorne
2016/09/27 16:46:43,Theft ,No,OBSTRU,Yes,Bodily Force,Body Weight to Pin,Black,Female,21,Assaulted Officer,4,Hawthorne
2016/09/27 16:46:43,Theft ,No,OBSTRU,Yes,Bodily Force,Joint Lock,Black,Female,21,Assaulted Officer,4,Hawthorne
2016/09/28 18:59:21,Business Check ,No,OBSTRU,No,Bodily Force,Conscious Neck Restraint,Black,Male,22,Tensed,1,Downtown West
2016/09/28 18:59:21,Business Check ,No,OBSTRU,No,Bodily Force,Body Weight to Pin,Black,Male,22,Tensed,1,Downtown West
2016/09/29 00:02:13,Unwanted Person ,Yes,VDNCO,Yes,Bodily Force,Body Weight to Pin,Black,Male,33,Verbal Non-Compliance,4,Sumner - Glenwood
2016/09/29 00:02:13,Unwanted Person ,Yes,VDNCO,Yes,Bodily Force,Body Weight to Pin,Black,Male,33,Verbal Non-Compliance,4,Sumner - Glenwood
2016/09/30 02:01:42,Property Damage Accident ,No,SQUADA,Yes,Bodily Force,Punches,Native American,Male,33,Unspecified,5,Whittier
2016/09/30 02:01:42,Property Damage Accident ,No,SQUADA,Yes,Bodily Force,Slaps,Native American,Male,33,Unspecified,5,Whittier
2016/09/30 02:01:42,Property Damage Accident ,No,SQUADA,Yes,Bodily Force,Knees,Native American,Male,33,Unspecified,5,Whittier
